Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
1524,"Oh that?s right. Well uh, would you be interested in seeing a Ukrainian film?",Ross,joy,positive,155,7,8,5,"00:20:51,458","00:20:56,170"
1527,I think I might need one more cup of coffee.,Mona,neutral,neutral,155,10,8,5,"00:21:05,180","00:21:07,390"
1530,"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.",Phoebe,sadness,negative,156,0,8,2,"00:13:49,662","00:13:56,960"
1532,"What? Hey wait a minute! Phoebe, how do you even know who the father is?",Rachel,surprise,negative,156,2,8,2,"00:13:57,169","00:14:01,172"
1533,"I may play the fool at times, but I?m a little more than a pretty blond girl with an ass that won?t quit.",Phoebe,anger,negative,156,3,8,2,"00:14:01,382","00:14:09,430"
1534,I believe this belongs to the father of your baby.,Phoebe,neutral,neutral,156,4,8,2,"00:14:11,100","00:14:14,602"
1535,"Oh God? Oh, he?s in there right now?",Rachel,surprise,negative,156,5,8,2,"00:14:14,770","00:14:19,816"
1536,Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,Phoebe,neutral,neutral,156,6,8,2,"00:14:20,109","00:14:25,947"
1542,"Hey, thank you so much for these tickets, Chandler.",Phoebe,joy,positive,157,0,9,20,"00:23:25,600","00:23:28,478"
1543,"Oh well, this was a really important experience for me, and    I wanted to share it with you.",Chandler,joy,positive,157,1,9,20,"00:23:28,645","00:23:33,024"
1548,"It can¡¯t be me, I¡¯m standing right here.",Joey,neutral,neutral,158,1,9,1,"00:07:23,359","00:07:26,069"
1554,Well I¡¯m peeking.  Oh my God!,Mr. Geller,surprise,negative,158,7,9,1,"00:07:41,627","00:07:46,965"
1555,"Hello sir, you know Monica.",Chandler,neutral,neutral,158,8,9,1,"00:07:48,009","00:07:52,095"
1560,"Like he came by to pick me up, and I opened the door, and it was just like, click!",Joanna,joy,positive,159,3,3,20,"00:09:41,998","00:09:46,293"
1563,"Oh, and he?s got such a good heart! Doesn?t he have a good heart?",Joanna,joy,positive,159,5,3,20,"00:09:48,170","00:09:50,922"
1565,"Oh, I know and he?s soo sweet! Listen, he said he was going to call, so put him straight through.",Joanna,joy,positive,159,7,3,20,"00:09:51,090","00:09:55,010"
1575,"I can get a quick bite to eat, but then I have to come back up here.",Rachel,neutral,neutral,160,7,3,14,"00:05:39,630","00:05:41,965"
1576,"Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?",Ross,sadness,negative,160,8,3,14,"00:05:42,133","00:05:48,305"
1578,"But work comes first!  Oh hey, but that?s sad about you though, what happened? Burn out? Burn all out, did ya?",Ross,joy,positive,160,10,3,14,"00:05:48,473","00:05:57,689"
1580,"Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.",Ross,joy,positive,160,12,3,14,"00:06:01,903","00:06:06,740"
1589,"Monica face it, Chandler is against marriage. And-and always will be!",Joey,neutral,neutral,163,0,6,25,"00:06:45,321","00:06:48,323"
1590,Well there?s some people who do want to marry me.,Monica,anger,negative,163,1,6,25,"00:06:51,786","00:06:54,538"
1597,That-that he?s a-a complex fellow who?s unlikely to take a wife!,Monica,anger,negative,163,8,6,25,"00:07:11,806","00:07:15,308"
1598,That-that he?s against marriage and always will be!,Monica,anger,negative,163,9,6,25,"00:07:15,560","00:07:18,103"
1600,"You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",Ross,fear,negative,164,0,1,1,"00:20:43,492","00:20:49,080"
1602,You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,Ross,surprise,positive,164,2,1,1,"00:20:52,084","00:20:58,138"
1605,"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here?but do you think it would be okay if I asked you out?",Ross,fear,negative,164,5,1,1,"00:21:05,514","00:21:16,983"
1609,"Okay... okay, maybe I will...",Ross,joy,positive,164,9,1,1,"00:21:20,529","00:21:31,872"
1611,"Can you    just keep an eye on Joey, make sure nothing happens between him and Molly?",Ross,neutral,neutral,161,4,9,12,"00:09:29,485","00:09:33,613"
1611,"Well, I just thought it?d make me feel good to do something nice for my friend.",Chandler,neutral,neutral,165,0,4,7,"00:14:12,852","00:14:16,531"
1614,"A TV as if it appears from nowhere! That?s the dream! Man, how did you afford this stuff?",Joey,surprise,positive,165,3,4,7,"00:14:24,196","00:14:31,953"
1615,"Well, y?know I?m 29. I mean who needs a savings account.",Chandler,neutral,neutral,165,4,4,7,"00:14:32,162","00:14:35,206"
1616,"Oh, you are the best friends anyone has ever had.",Joey,joy,positive,165,5,4,7,"00:14:35,624","00:14:38,167"
1619,"You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, I?m gonna do that.",Joey,joy,positive,165,8,4,7,"00:14:42,673","00:14:50,513"
1621,"No-no-no, I think I?m gonna see how things go with Kathy. She?s pretty cool.",Joey,neutral,neutral,165,10,4,7,"00:14:52,141","00:14:55,518"
1628,I think somebody?s got a little crush on Casey.,Joey,joy,positive,165,16,4,7,"00:15:03,569","00:15:07,030"
1631,That all the pieces of my life are falling right into place!,Chandler,joy,positive,165,19,4,7,"00:15:10,326","00:15:14,621"
1632,"Hey, anybody got a length of rope about six feet long with a little nouse at the end?",Chandler,neutral,neutral,166,0,3,11,"00:02:36,156","00:02:40,242"
1635,"?Cause every time I see your face, I can?t help but fall from grace. I know.....",Singer,joy,positive,167,0,3,14,"00:00:10,135","00:00:18,100"
1637,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",Phoebe,anger,negative,167,2,3,14,"00:00:20,020","00:00:23,856"
1639,Why? Because she can sing and play guitar and do both at the same time?,Phoebe,neutral,neutral,167,4,3,14,"00:00:27,402","00:00:31,655"
1640,"Well, that?s pretty much all I?m looking for from these people.",Chandler,neutral,neutral,167,5,3,14,"00:00:32,741","00:00:35,492"
1642,"Yeah Pheebs, come on, you two have completely different styles. Y'know, she?s more.. y'know, and you?re more",Ross,neutral,neutral,167,7,3,14,"00:00:38,580","00:00:47,880"
1643,Say you'll stay beside me,Joey,sadness,negative,167,8,3,14,"00:00:49,247","00:00:52,801"
1644,"Okay, see, see, everyone else is happy she?s done.",Phoebe,anger,negative,167,9,3,14,"00:00:57,807","00:01:01,018"
1645,"Okay, my next song?s called: Phoebe Buffay, What Can I Say.",Singer,neutral,neutral,167,10,3,14,"00:01:02,979","00:01:08,692"
1646,"I Really Loved When We Were Singing Partners, And I Shouldn?t Have Left You That Way.",Singer,neutral,neutral,167,11,3,14,"00:01:05,815","00:01:12,321"
1647,"Oh no, one of those ?look for the hidden meaning? songs.",Phoebe,neutral,neutral,167,12,3,14,"00:01:14,657","00:01:18,387"
1650,"Umm, I used your pen to draw on my friend's face.",Ross,neutral,neutral,168,2,5,24,"00:05:46,346","00:05:51,558"
1655,"Umm, he said he thought I was funny.",Ross,neutral,neutral,168,7,5,24,"00:06:26,344","00:06:29,596"
1656,"So? Okay, look-look umm, let's just go downstairs, we'll have some fun, and you will forget all about it.",Ross,neutral,neutral,168,8,5,24,"00:06:31,599","00:06:38,230"
1660,"Look, just because some idiot drew on your face doesn't mean you shouldn't have any fun!",Ross,neutral,neutral,168,12,5,24,"00:06:47,532","00:06:51,785"
1662,"And besides, hey-hey-hey no one is even gonna",Ross,neutral,neutral,168,13,5,24,"00:06:52,036","00:06:54,246"
1665,"Oh wait, don?t you have to pay for your,  Busty Ladies?",Rachel,joy,positive,169,1,6,15,"00:03:42,430","00:03:46,350"
1666,"No, it?s okay. Some-some kid asked me to pick it up for him, but I don?t",Ross,neutral,neutral,169,2,6,15,"00:03:48,853","00:03:53,315"
1671,Oh my God!!! What are you doing?!!,Monica,surprise,negative,170,0,3,6,"00:12:38,674","00:12:41,843"
1672,"You said, you wanna come in for some lemonade?",Joey,neutral,neutral,170,1,3,6,"00:12:42,136","00:12:44,846"
1674,"Whoa, ah!! We?re you just gonna give me some lemonade?",Joey,surprise,negative,170,3,3,6,"00:12:47,892","00:12:51,269"
1677,"I don?t believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",Monica,disgust,negative,170,6,3,6,"00:12:54,982","00:13:00,528"
1680,"Well, sorry, I just, I thought you liked me.",Joey,neutral,neutral,170,9,3,6,"00:13:07,870","00:13:12,040"
1682,"It?s okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.",Monica,neutral,neutral,170,11,3,6,"00:13:16,337","00:13:23,009"
1684,"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",Ross,neutral,neutral,171,1,1,7,"00:12:30,875","00:12:42,093"
1686,"OK. Here goes. For a while now, I've been wanting to, um....",Ross,neutral,neutral,171,3,1,7,"00:12:45,306","00:12:53,354"
1689,"Oh, look at the little cat!",Rachel,surprise,positive,171,6,1,7,"00:12:56,400","00:12:58,735"
1691,"Well, I was probably going to do it at some point.",David,neutral,neutral,172,0,9,23,"00:06:16,125","00:06:18,585"
1695,"Goodbye Mike, we'll see you at the wedding, fella!",David,joy,positive,172,4,9,23,"00:06:21,881","00:06:25,008"
1696,"well, we probably won't invite you to the wedding...",David,neutral,neutral,172,5,9,23,"00:06:25,176","00:06:27,844"
1702,"Okay, you have 19 questions left. Use them wisely.  Come on Joey! You can?t win if you don?t ask any",Phoebe,joy,positive,173,0,6,1,"00:10:25,791","00:10:36,051"
1705,We?ve been on the road six hours and you?ve been asleep for five and a half!,Phoebe,anger,negative,173,3,6,1,"0:10:40,306","0:10:47,118"
1706,We are switching at the next rest stop and,Phoebe,anger,negative,173,4,6,1,"0:10:47,118","0:10:54,494"
1708,Yeah! And until then you are going to sing to me because the radio?s broken and you are selfish but have a nice voice.,Phoebe,anger,negative,173,6,6,1,"00:10:56,697","00:11:04,120"
1715,It was. The duck in particular was superb.,2nd Customer,joy,positive,174,2,9,19,"00:05:57,900","00:06:00,444"
1716,Thank you!    You haven't said anything...,Monica,joy,positive,174,3,9,19,"00:06:00,611","00:06:07,993"
1717,Actually I do have one small complaint.,3rd Customer,neutral,neutral,174,4,9,19,"00:06:08,202","00:06:10,704"
1718,Oh..please!I-I welcome criticism.,Monica,neutral,neutral,174,5,9,19,"00:06:10,871","00:06:15,501"
1719,The musician right outside the restaurant...it's kind    of a mood-killer!,3rd Customer,sadness,negative,174,6,9,19,"00:06:16,168","00:06:19,463"
1722,You owe me 20 bucks.,Monica,joy,positive,175,1,1,9,"0:07:55,850","0:07:58,290"
1723,Thank you. Thank you so much!,Rachel,joy,positive,175,2,1,9,"00:07:58,394","00:08:00,896"
1724,"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",Monica,neutral,neutral,175,3,1,9,"00:08:01,063","00:08:09,237"
1725,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",Rachel,surprise,negative,175,4,1,9,"00:08:09,405","00:08:12,032"
1726,"What, what, what is it with you and this holiday?",Rachel,anger,negative,175,5,1,9,"00:08:12,200","00:08:14,784"
1730,"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",Chandler,sadness,negative,175,9,1,9,"00:08:26,005","00:08:30,091"
1732,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,Chandler,sadness,negative,175,11,1,9,"00:08:31,802","00:08:36,223"
1735,"Aww, look at the little thing.",Rachel,surprise,positive,176,2,1,8,"00:20:23,805","00:20:26,557"
1739,"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",Monica,neutral,neutral,176,6,1,8,"00:20:38,111","00:20:45,826"
1740,"Wow, Monica, you look just like your grandmother. How old was she there?",Rachel,surprise,positive,176,7,1,8,"00:20:46,036","00:20:49,622"
1741,"Let's see, 1939... yeah, 24, 25?",Monica,neutral,neutral,176,8,1,8,"00:20:49,831","00:20:57,088"
1742,Looks like a fun gang.,Ross,neutral,neutral,176,9,1,8,"00:20:54,211","00:20:57,088"
1743,"Ooh, look-look-look-look-look! I got Monica naked!",Joey,joy,positive,176,10,1,8,"00:21:02,970","00:21:06,138"
1746,"Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.",Phoebe,neutral,neutral,177,1,8,2,"00:15:58,999","00:16:05,922"
1747,No.  This is my red sweater.,Tag,neutral,neutral,177,2,8,2,"00:16:06,090","00:16:10,218"
1748,Oh no. Could I get anyone a coffee or?poison? No? Just for me? Okay.,Phoebe,fear,negative,177,3,8,2,"00:16:12,513","00:16:23,940"
1750,"Nothing! Phoebe kinda made a mistake. But y?know you do wear that sweater a lot, are you involved in some kind of dare?",Rachel,fear,negative,177,5,8,2,"00:16:27,403","00:16:40,331"
1751,"Y?know, I?m actually glad Phoebe called.",Tag,joy,positive,177,6,8,2,"00:16:37,663","00:16:40,331"
1752,"I know we broke up because you thought I wasn?t mature enough, but I?ve really grown up and think we should get back together.",Tag,joy,positive,177,7,8,2,"00:16:45,838","00:16:52,468"
1757,in the category of Favorite Returning Male Character the nominees are: John Wheeler from,The Presenter,neutral,neutral,178,1,7,18,"00:10:37,678","00:10:43,141"
1769,"I knew it! I knew it, ahh?.",Rachel,joy,positive,179,10,7,22,"00:13:43,948","00:13:46,407"
1772,You?re not gonna speed anymore right?,Policeman,neutral,neutral,179,11,7,22,"0:13:46,575","0:13:49,137"
1778,Can he handle the stick?,Policeman,neutral,neutral,179,17,7,22,"0:13:55,086","0:13:57,310"
1780,I can handle the stick!!,Ross,anger,negative,179,19,7,22,"0:13:58,061","0:14:00,983"
1785,I can?t believe this is taking so long. How are you doing?,Monica,sadness,negative,180,4,8,24,"00:02:29,220","00:02:32,098"
1786,Oh not bad. Do you know that feeling when you?re trying to blow a Saint Bernard out your ass?,Rachel,sadness,negative,180,5,8,24,"00:02:32,265","00:02:37,478"
1787,Weirdest thing. Did I hear??Mother of God it?s true!,Chandler,surprise,negative,180,6,8,24,"00:02:40,565","00:02:45,987"
1790,"Not just Janice, Janice in labor, contracting and everything.",Ross,joy,positive,180,9,8,24,"00:02:52,243","00:02:56,789"
1791,"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.",Janice,neutral,neutral,180,10,8,24,"00:02:58,249","00:03:01,586"
1792,Janice I didn?t even know you were pregnant! Who?s the unwitting human who?s essence you?ve stolen?,Chandler,surprise,positive,180,11,8,24,"00:03:07,258","00:03:13,473"
1793,It?s you. This is yours.,Janice,neutral,neutral,180,12,8,24,"00:03:15,516","00:03:19,604"
1795,Look how nervous he gets! We haven?t slept together in years!,Janice,joy,positive,180,14,8,24,"00:03:21,564","00:03:25,234"
1796,That?s funny. Does it-does it hurt? Does the labor hurt?,Chandler,fear,negative,180,15,8,24,"00:03:28,905","00:03:31,699"
1797,"Man, I?m starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",Joey,anger,negative,181,0,7,12,"00:14:20,109","00:14:27,615"
1798,"Y?know, y?know I?m lookin? and I don?t think anyone?s home here.",Ross,neutral,neutral,181,1,7,12,"00:14:29,785","00:14:33,955"
1799,"I say we just break the window, crawl through, and-and y?know explain later.",Ross,neutral,neutral,181,2,7,12,"00:14:34,123","00:14:40,837"
1801,I don?t think so. Hello?  When you get in there,Ross,neutral,neutral,181,4,7,12,"00:14:41,088","00:14:53,850"
1803,I just saw Danny getting on the subway with a girl and he had his arm around her.,Rachel,sadness,negative,182,1,5,10,"00:06:57,834","00:07:02,921"
1805,"Well, you should be, this is all your fault! You meddled in our relationship!!",Rachel,anger,negative,182,3,5,10,"00:07:04,757","00:07:11,596"
1807,"No, but I was doing my thing and everything was going according to the plan!",Rachel,anger,negative,182,5,5,10,"00:07:13,766","00:07:18,603"
1808,"Oh God, stop with the plan!",Monica,anger,negative,182,6,5,10,"00:07:18,771","00:07:22,149"
1809,"So what, so what you saw him with a girl?",Monica,neutral,neutral,182,7,5,10,"00:07:22,316","00:07:25,444"
1812,"Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.",Monica,neutral,neutral,182,10,5,10,"00:07:27,697","00:07:33,577"
1815,"All right, I'm just gonna go on the date.",Rachel,neutral,neutral,182,13,5,10,"0:07:38,510","0:07:41,102"
1817,That is the new plan.,Rachel,neutral,neutral,182,15,5,10,"00:07:41,461","00:07:45,589"
1824,"Ahh, look at you, you look great.",Duncan,joy,positive,183,5,2,4,"00:09:59,098","00:10:01,308"
